sender_upi,amount_mean,amount_std,txn_count
user10268@paytm,10069.608333333334,30014.969869705117,12
user10269@axl,25390.555384615385,50096.32045722364,13
user10275@okhdfcbank,1183.696923076923,1441.7791118289965,13
user10277@oksbi,2785.486470588235,7815.529186612175,17
user10283@okhdfcbank,17510.469,37736.565885201366,10
user1028@okicici,6244.240833333333,12653.47847308073,12
user10290@axl,18763.81583333333,45510.77809228859,12
user10290@okhdfcbank,4463.988888888889,8166.562302939108,9
user10304@axl,6635.772857142858,16806.632376750003,21
user10304@paytm,5340.8045,12925.779563798067,20
user10308@axl,31727.703125,64401.13584351637,16
user10327@okhdfcbank,5239.902,15706.571238490384,10
user10336@axl,2458.073636363636,4049.236381781812,11
user10337@oksbi,18147.823636363635,37710.44155014159,11
user10340@paytm,19281.807647058824,38513.66823328984,17
user10343@oksbi,12104.899333333333,35993.92958147595,15
user10344@okicici,19929.298125,42256.81046704531,16
user10346@paytm,6237.856111111111,13180.25249919972,18
user10348@paytm,929.9825000000001,1051.1083107681668,12
user10359@ybl,10394.896499999999,32674.762959614607,20
user1036@axl,2012.6384615384616,1809.467242076362,13
user10372@axl,3705.3250000000003,6168.840706232411,6
user1037@paytm,635.2541666666667,946.0436768166136,12
user10386@axl,8773.672222222223,20331.294615782448,9
user10387@oksbi,10175.633333333333,16112.980898254526,12
user10394@okhdfcbank,3528.59375,9423.617943483334,8
user10395@axl,11569.180000000002,36695.609317481234,14
user10399@ybl,20043.598,50109.52429624483,10
user10415@ybl,1634.81,3126.9549236477646,9
user10416@oksbi,14388.65,34755.60125510764,11
user10417@oksbi,15000.742857142857,39281.489118263686,14
user10422@oksbi,1309.876,1769.824436153045,10
user10425@ybl,48374.39,96264.67014627365,4
user10435@okhdfcbank,38248.94166666667,65454.18782863323,12
user10435@oksbi,18564.009285714284,21571.58892057309,14
user10435@paytm,12702.657894736842,37770.961001440366,19
user10436@ybl,1122.2336363636364,1610.2514216250377,11
user10446@ybl,7966.7108333333335,15363.797040064053,12
user1045@okicici,14055.272500000001,38216.54565806011,8
user10460@oksbi,13053.835882352942,47296.00588032817,17
user10465@okhdfcbank,14751.421333333334,23785.010673837616,15
user10465@okicici,11605.838,24541.57236195341,10
user10470@ybl,24743.101052631577,62154.39825429321,19
user10471@ybl,18782.114375,35202.62473336422,16
user10472@paytm,6765.048,13010.058456706569,20
user10474@oksbi,3145.165,8397.389549616688,14
user10475@paytm,17830.148999999998,34488.972687858986,20
user10476@axl,5399.5488888888885,8079.972844096453,9
user10479@paytm,15884.560666666666,35277.206064485785,15
user10486@paytm,5458.5707142857145,11963.826371362109,14
user1048@axl,2253.331111111111,6265.877898368076,18
user10490@okhdfcbank,5167.2975,9840.904529359295,8
user10491@oksbi,3893.402352941176,7221.475105391842,17
user10491@ybl,22125.964666666663,44940.55497152733,15
user10493@okicici,41621.056666666664,63715.336933042,6
user10496@oksbi,8303.47625,15628.923473503439,8
user10503@ybl,14035.832999999999,26601.16446469926,10
user10505@okhdfcbank,10435.763333333334,26309.58517044915,18
user10516@axl,1152.9877777777776,1542.4559844632636,18
user10528@axl,14511.709230769231,47794.27875608883,13
user10540@axl,3858.102105263158,9358.84892643177,19
user10557@ybl,12549.365,22565.700493090073,12
user1055@axl,9753.037,20403.939718634603,20
user1055@oksbi,1981.0727777777777,2155.7774445423893,18
user10569@okicici,13364.41,23906.753229681613,27
user1056@paytm,9292.74,14027.868148765869,16
user10583@ybl,4670.0779999999995,13511.684311237028,10
user10587@oksbi,11647.983783783782,26277.37649072533,37
user10589@okicici,5445.749000000001,14524.008831821615,10
user10596@paytm,31179.54411764706,58784.47704920961,17
user10596@ybl,20001.32777777778,36554.257000753496,18
user1060@axl,5220.11,11379.717942782017,9
user1060@ybl,3010.3135714285713,4456.971917476996,14
user10615@oksbi,10639.661875,33909.5061504122,16
user10617@paytm,11566.019999999999,32670.819669492717,17
user10628@ybl,10928.847499999998,15212.818574116503,12
user10637@paytm,7034.906111111111,14907.898065990998,18
user10638@ybl,22828.578333333335,40902.92018294584,18
user10649@paytm,7103.122222222222,15645.463322120515,18
user10662@axl,4893.63875,9454.046787815168,16
user1066@okhdfcbank,11026.204399999999,39697.28439745659,25
user10677@axl,18538.957333333332,43371.72125462206,15
user10677@okhdfcbank,14200.372142857143,34796.23228964069,14
user10686@oksbi,9575.359999999999,14553.907061312893,10
user10692@okicici,5741.07,13881.289736556771,12
user10695@oksbi,8553.635384615383,19286.549716867718,13
user10705@okicici,4070.9150000000004,9420.884684943825,12
user10715@ybl,7574.514,9816.580132588833,10
user10716@okicici,5599.317142857143,10258.529732081815,14
user10718@axl,7400.9075,14168.112687322078,12
user10719@paytm,34780.41,53809.02896515912,16
user10726@axl,14835.30705882353,25091.794852210594,17
user10745@oksbi,11634.009285714286,17596.20091837591,14
user1074@axl,26669.26285714286,53389.205689997136,14
user10752@okhdfcbank,13940.16076923077,19926.766994713194,13
user10752@okicici,1796.1100000000001,3179.0345754877635,16
user10759@okicici,35633.15928571428,93376.46079396928,14
user10764@okhdfcbank,3918.1775,10633.537039965177,12
user10777@axl,29787.153333333335,62376.32979088081,9
user10777@ybl,12148.873684210526,34719.929272793146,19
user1077@paytm,12508.59,32721.23787716599,18
user10795@ybl,9472.787647058823,15981.217431539177,17
user10797@okicici,1605.6661538461537,1811.9318477780305,13
user10823@okhdfcbank,2646.0575,4421.006260016733,8
user10824@paytm,20109.044285714284,40365.87679367638,7
user10833@axl,13121.353636363636,15766.222893377013,11
user10834@oksbi,16300.137000000002,44003.773762896,10
user10837@okhdfcbank,14830.29818181818,24118.375378264936,11
user10847@paytm,11538.887777777776,15118.547989367049,9
user10852@paytm,36332.17545454545,65384.47802920283,11
user10854@okhdfcbank,30162.91066666667,78926.86317964396,15
user10860@paytm,13196.983529411766,39550.245353916565,17
user10862@oksbi,14227.369375,46215.12276926439,16
user10865@axl,10122.5,27933.094145047435,13
user10866@okhdfcbank,10124.654444444444,28941.61175467442,18
user10873@axl,16460.397222222222,38171.64488764276,18
user10884@okicici,15852.898181818182,44943.80432964834,11
user10885@ybl,9127.487500000001,15760.621599728822,12
user10903@oksbi,13742.83375,37266.61344602017,16
user10915@okhdfcbank,18827.02090909091,31978.61669688933,11
user10916@ybl,12834.737692307692,15941.092127088383,13
user10921@axl,23297.40823529412,48994.01021957432,17
user10927@ybl,17902.351428571426,43904.93361986744,14
user10930@ybl,1310.1577777777777,1630.0503574336115,9
user10941@ybl,19699.8175,50076.65616198631,12
user10943@okhdfcbank,16490.276363636363,38816.11072541468,22
user10956@paytm,2097.2676470588235,3421.3271723238654,17
user10964@axl,14878.396,28539.803704505597,15
user10967@axl,3025.831875,9108.214482430842,16
user10969@paytm,12728.46391304348,22847.48455072974,23
user10972@paytm,2550.2228571428573,5995.097099194959,14
user10982@okicici,3669.7239999999997,7484.69806862894,10
user10984@oksbi,26946.24375,53420.086941768,16
user11014@okhdfcbank,7628.015714285714,25506.69333864159,14
user11024@okicici,1455.6085714285714,1626.5298702114603,14
user11057@paytm,25285.977692307693,55986.65856721062,13
user11058@okicici,7884.12,14318.074572440413,18
user11060@axl,3472.3128571428574,3119.6736635836032,7
user11068@paytm,1514.9153333333334,1350.212210135168,15
user11073@okicici,20454.77625,33726.28853251716,16
user11082@okhdfcbank,12759.935833333335,30919.817884438235,12
user11095@oksbi,15859.368235294118,30429.516574748446,17
user11100@oksbi,20171.858125,44840.36314023966,16
user11103@axl,10502.257058823528,32240.819462974796,17
user11106@okhdfcbank,14119.205294117646,24582.98899218119,17
user11129@ybl,6870.632631578947,12349.430944558108,19
user1112@okhdfcbank,2793.8584210526315,7046.610813094054,19
user11131@oksbi,17040.223529411764,36256.23151387357,17
user11142@okhdfcbank,36419.33857142857,63491.086608746744,7
user11143@axl,12085.01923076923,26241.02543135191,13
user11150@okicici,1767.9005555555555,3253.557232867855,18
user1117@paytm,16549.833333333332,36063.15854544331,15
user11195@axl,4317.439166666666,9529.361675885038,12
user11196@paytm,25790.320666666667,65172.12884126393,15
user11204@okicici,14393.308750000002,38192.649262789804,16
user11207@okhdfcbank,14669.741176470588,19141.92469714053,17
user11207@okicici,5125.1577777777775,10573.123861010492,9
user11208@okicici,16305.986666666668,35915.789703625116,18
user11211@axl,16565.170714285716,29026.47167439497,14
user11220@okicici,12698.065882352943,31665.855127058006,17
user11222@paytm,3021.683157894737,6112.321672551684,19
user11225@okicici,10805.15090909091,15897.006514228053,11
user11234@okhdfcbank,14546.148461538462,29539.55154176652,13
user11258@ybl,7174.037058823529,12034.150312775391,17
user11265@ybl,16418.094444444447,39507.09432657994,18
user11267@okicici,8353.31375,12154.161416857398,16
user1126@ybl,37645.3675,62968.43527420879,8
user11278@ybl,7477.07,10993.022979489208,10
user11283@axl,9229.271818181818,17016.645618867908,11
user11292@okhdfcbank,1802.6233333333332,3416.7143732075897,21
user11293@okicici,7539.5192307692305,15209.578633632196,13
user11304@axl,1015.2616666666668,1487.0512694519946,12
user11310@axl,7121.613333333333,18483.559292908358,18
user11313@okicici,7079.341818181818,13798.274651774269,11
user11315@ybl,9963.457142857142,14547.755145919846,14
user11326@okhdfcbank,5233.015833333333,13101.816354641589,12
user1132@oksbi,7693.1925,14630.97491268708,8
user11335@oksbi,6993.179166666666,14036.758128424135,12
user11336@oksbi,18381.13,36317.78312762082,11
user11345@okicici,9212.353500000001,15027.121352838663,20
user11345@oksbi,10562.166,29214.071226653487,15
user11350@okhdfcbank,16276.843333333332,33464.0279273231,12
user11355@okicici,38041.54000000001,108457.32341444079,15
user11358@ybl,9496.582307692308,17814.618737914916,13
user11360@paytm,32085.525454545455,45851.80909878657,11
user11367@paytm,12411.806666666667,15567.846479928092,15
user1136@paytm,4900.1675000000005,11454.969509184213,16
user11377@axl,13807.473333333333,29914.78072010788,15
user11382@okicici,13177.931333333334,34584.83060288321,15
user11386@okicici,7119.975,14724.616143031632,10
user1138@ybl,8026.573333333334,12168.547269534683,9
user11391@paytm,17163.769,34668.29179643735,20
user11395@paytm,2941.592727272727,6290.0348183282595,11
user11400@paytm,12640.624117647058,27240.749695856404,17
user11402@okhdfcbank,1277.2392307692307,1522.514291615799,13
user11411@ybl,7460.71,13228.28081319262,11
user11416@axl,550.1757142857143,548.2152075278788,14
user11435@ybl,16786.934,48890.40414630989,10
user11442@okhdfcbank,1032.41375,1751.1225688841305,8
user11447@paytm,8377.028421052632,14956.107083231276,19
user11449@okhdfcbank,14542.923636363634,37471.34388072231,11
user11450@okhdfcbank,16512.513846153844,49835.24358488872,13
user11451@paytm,1862.1200000000001,1702.7380974379666,7
user11478@paytm,8140.867619047619,11633.891977136842,21
user11481@okicici,20306.280000000002,51327.88483200197,15
user11482@okicici,7124.822999999999,12651.032850988053,10
user11487@axl,27969.771111111113,64188.743257096576,9
user11488@paytm,14642.719230769231,37689.468836995315,13
user1148@okhdfcbank,8626.926923076924,25104.70577604406,13
user11492@axl,20239.83083333333,55338.641635332315,12
user11492@okhdfcbank,18717.526,28968.952961765266,15
user11503@paytm,8634.405833333332,14430.167766243594,12
user11510@okhdfcbank,5975.129411764706,12077.504196101254,17
user11514@okhdfcbank,15104.37,45155.79358158597,16
user11516@ybl,8723.944705882353,32560.434222685264,17
user11523@paytm,18404.013846153844,35962.142677333046,13
user11526@okhdfcbank,14809.891333333333,44795.98362503095,15
user11528@okicici,11217.4725,22138.622982415596,16
user11529@ybl,12753.497272727273,25396.332159199323,11
user11532@oksbi,2481.3976923076925,4128.458967704442,13
user11537@axl,6015.174285714286,13105.888480974858,14
user1153@axl,13507.013333333332,30094.413172028148,18
user11547@ybl,21156.01,44904.39429040349,10
user11553@paytm,15104.534666666666,25607.13108045069,15
user1155@axl,20132.164545454547,35253.55590540034,11
user11561@okhdfcbank,4832.335,5505.146742565845,10
user11564@ybl,5614.091999999999,12178.667081572321,10
user11567@okhdfcbank,4822.092666666666,9775.201067416514,15
user11578@ybl,16251.028,39752.607123766684,15
user11588@ybl,10330.730714285715,15867.901534153523,14
user11589@axl,7926.297222222222,18769.53082273684,18
user11599@axl,2768.6575000000003,7580.671305897076,20
user1159@okicici,5050.165333333334,10669.736885296434,15
user11616@paytm,5350.7235294117645,13116.183679510183,17
user11619@okicici,17278.66933333333,39448.219265419226,15
user11625@paytm,20893.948,37013.98788360729,20
user11627@okicici,6388.425,11778.918470365461,10
user1162@axl,5679.367,15133.486828233348,10
user11634@ybl,1668.2545454545455,1598.7191614624733,11
user11635@paytm,13112.631428571429,18569.392148593546,7
user11638@ybl,1845.5972727272726,1767.9700732879553,11
user1163@paytm,31632.170666666665,59141.55859735189,15
user11647@okicici,19358.762777777778,45065.3245391782,18
user11651@okhdfcbank,17046.36076923077,33190.12110509955,13
user11652@okhdfcbank,2759.2691666666665,4173.726694032692,12
user11655@axl,12881.223333333333,21756.823122998507,12
user11681@axl,9283.132926829268,15460.581314062581,41
user11683@ybl,24212.528333333335,45102.50029968468,6
user11686@paytm,7526.631666666666,15748.50783769361,18
user11692@oksbi,5311.972,9607.914373423906,15
user11699@ybl,12936.644,19854.851525763457,15
user11702@okhdfcbank,12481.083846153846,35796.83699234625,13
user11703@okicici,1431.0311764705884,3543.5216196548076,17
user11707@paytm,8312.842105263158,14526.666272949582,19
user11715@ybl,20461.35166666667,34274.44387861413,12
user11725@paytm,19175.282857142858,37615.62809522217,14
user11728@okhdfcbank,6829.090833333335,14086.812818194354,12
user11729@ybl,4534.237272727273,11042.382959944915,11
user11737@okicici,8967.780714285715,24322.59350243386,14
user11748@axl,5896.131764705882,11880.005933889635,17
user11749@paytm,15926.177999999998,31149.165845770985,15
user1174@ybl,14198.061333333335,39832.93166108466,15
user11750@okicici,11308.975263157896,43422.74188065632,19
user11751@axl,3547.029,5091.341623624803,10
user11754@ybl,4412.955384615385,11609.477678378138,13
user11756@okicici,20647.08454545455,44680.54738707783,11
user11763@axl,9595.387499999999,12759.198898367686,8
user11770@okhdfcbank,22456.241111111114,54519.615382482174,9
user11775@axl,8454.77,15383.096806516975,12
user11778@okhdfcbank,7884.266470588235,13108.204085743851,17
user11785@oksbi,20051.87,33381.372942498296,15
user11789@axl,10293.836000000001,32749.70061154318,15
user1178@oksbi,22878.775,47713.98890996009,20
user11794@axl,9786.772631578948,19637.13381878488,19
user11799@paytm,11100.077333333333,23326.51644297979,15
user11800@paytm,1858.988333333333,2023.9239884088202,6
user11805@okhdfcbank,1778.109,2087.3382965471174,10
user11807@oksbi,16303.908333333331,49252.97212623542,12
user11808@oksbi,19706.269999999997,46245.62032784577,14
user11816@okhdfcbank,11132.947647058825,24034.50512340579,17
user11828@paytm,2717.28625,4174.561499989934,8
user11839@oksbi,24582.940000000002,51310.039206905276,15
user11844@oksbi,1784.18375,1400.5745123130976,8
user11846@axl,15207.032727272726,34468.57995719611,11
user11846@ybl,1252.648888888889,1589.8732650233826,9
user11857@ybl,7794.0325,16317.106265390279,12
user11860@paytm,6902.677500000001,13280.378837282758,12
user11878@okicici,11959.786521739128,26703.65375178828,23
user11886@okicici,6719.394666666666,13668.814730081685,15
user11892@ybl,8069.588500000001,14297.990999544132,20
user11916@axl,11782.683333333332,27295.807172115718,15
user11922@okhdfcbank,8675.596923076922,17519.95748153059,13
user11929@axl,13065.125,17579.42003554535,16
user1192@okicici,2978.306363636363,8085.919881907404,11
user11931@ybl,5891.155333333333,11822.338344928014,15
user1193@ybl,48303.26909090909,81586.25589779156,11
user11940@okicici,4271.7,8444.64781726864,9
user11954@axl,18549.800000000003,42749.26533082376,14
user11956@okicici,10988.542608695652,16194.45040343597,23
user11965@axl,12613.672999999999,18180.548308224643,10
user11966@okicici,16727.620666666666,41638.86934472104,15
user11973@okhdfcbank,15217.856363636361,18268.17367892164,11
user11974@ybl,6957.179999999999,14013.906028434756,13
user11975@okhdfcbank,21463.19272727273,55373.79493760295,11
user11976@okhdfcbank,8752.599999999999,15232.786439284413,18
user11983@okhdfcbank,195.55499999999998,119.38556910280236,6
user11985@axl,6311.68875,10206.682119906793,16
user12002@ybl,7328.42411764706,14052.705332755353,17
user12005@axl,3381.5443749999995,9003.798085609551,16
user12009@okicici,7712.930555555556,14562.717976939071,18
user12017@axl,16816.666,50727.38463341118,15
user12023@paytm,10407.528235294118,18029.68978035612,17
user12025@okicici,19641.366923076923,31885.213844387283,13
user12033@ybl,15053.923846153844,37747.14323251353,13
user12036@ybl,14229.928333333331,21226.144150817163,12
user1203@paytm,21294.56,54559.33215019865,9
user12046@oksbi,15196.197647058823,39110.38641204765,17
user12049@axl,5661.955000000001,15388.462441160553,12
user12064@ybl,2967.3194444444443,8811.581565345403,18
user1206@ybl,2669.698,6739.519424384798,15
user1207@okicici,10449.044999999998,27549.329532779993,14
user12085@axl,16194.6875,42712.16975949427,12
user12085@oksbi,13073.039375,44505.39544491394,16
user12087@okicici,17803.92846153846,31750.907220297093,13
user12093@okhdfcbank,13178.173333333334,37090.60959972835,12
user12093@paytm,5767.889565217391,11780.496310186318,23
user12094@ybl,16480.143846153846,45731.01834279743,13
user1209@oksbi,5511.32125,6953.833215105048,8
user12108@okicici,6690.582666666667,10631.558665801458,15
user12109@oksbi,5674.50947368421,10730.448345103694,19
user12110@okhdfcbank,44926.064999999995,77594.97998061303,10
user12111@paytm,27524.80222222222,53854.66882662491,9
user12116@okicici,16625.4175,19951.202136185417,12
user12120@okicici,29636.540666666664,54177.209299812916,15
user12122@axl,4267.607272727273,6405.750772201633,11
user12130@ybl,5897.914375,11201.753385050615,16
user12136@axl,19925.298666666666,31328.95501546518,15
user12138@oksbi,3706.7273333333333,7723.473273773425,15
user12151@paytm,6077.937,12570.083193578716,10
user12154@axl,31152.474666666665,57284.17873904675,15
user12156@axl,10712.014,18107.485857421387,10
user12158@paytm,14009.425833333333,32797.53181894151,12
user1215@okicici,6660.4106249999995,16841.637361963934,16
user12161@okicici,20557.65692307692,45573.82645725365,13
user12162@oksbi,12542.191333333332,26937.624539501267,15
user12173@okhdfcbank,4046.497058823529,11178.344519352342,17
user12174@oksbi,13762.276842105264,41629.02524851262,19
user12179@paytm,1623.3746666666668,3551.725283429905,15
user12182@okicici,23173.19125,43232.275600270055,16
user12190@oksbi,5636.641666666666,13666.518687687294,12
user12205@axl,8438.065999999999,15168.999926194778,15
user12211@paytm,17812.234545454547,53371.31736320557,11
user12217@ybl,37386.718888888885,55184.11693305633,18
user12218@okhdfcbank,8490.697647058823,15354.453947292675,17
user12219@ybl,1217.454,1289.6129322673185,10
user12221@axl,2253.84375,1976.5726775473715,8
user12231@okhdfcbank,4592.7185714285715,12715.852640566334,14
user12240@okicici,5173.891111111112,9918.047205399263,18
user12244@oksbi,17035.894,44127.14098420524,15
user12246@okicici,2834.418181818182,6374.0850345172175,11
user12249@ybl,18453.315000000002,49322.34061025326,18
user12254@okicici,15789.825555555557,35255.74279338227,27
user12267@okhdfcbank,10208.863000000001,14826.393541159441,10
user12268@oksbi,17837.123636363634,43849.739245535384,11
user12278@oksbi,5946.91,15553.817533797504,19
user12279@ybl,2251.686666666667,3622.3838913253426,12
user12283@okicici,7563.772999999999,16134.093007147627,10
user1228@okicici,21711.48375,44905.9280107388,8
user12292@okicici,1749.338888888889,1624.8610391910581,18
user12294@ybl,1054.0433333333333,1578.16930579438,12
user1229@ybl,8653.9475,16549.63376709924,12
user12302@okhdfcbank,3216.6144444444444,5475.111661644281,18
user12303@okhdfcbank,4118.68875,8439.071093342542,24
user12308@okicici,2630.5125000000003,6438.593405317832,12
user12314@ybl,8185.603571428571,15845.623363773939,14
user12319@axl,22699.481739130435,48686.88039298851,23
user12322@axl,26651.425000000003,51352.73981773239,12
user12332@axl,4174.4835,10377.786696865305,20
user12338@okhdfcbank,951.732,1399.6935533241349,15
user12340@paytm,1772.9044444444444,1573.8819024795914,9
user12344@ybl,10788.033076923077,23153.237932164906,13
user12345@oksbi,3010.4507692307693,5092.056965874173,13
user12349@axl,7483.665,16142.536843851967,12
user12350@ybl,6263.983125000001,12702.198903574514,16
user12351@paytm,5119.668461538462,10660.110691987713,13
user12353@axl,22753.535,40054.210110136155,16
user12357@okhdfcbank,7264.007777777778,13923.614691196417,18
user1235@paytm,24054.934666666668,48278.846351301116,15
user12360@paytm,16086.826111111111,31495.470732619942,18
user12390@okhdfcbank,11491.532352941176,21758.339112242844,17
user12394@ybl,4647.373636363636,11088.957154938666,11
user12397@axl,4735.055833333333,11595.301739622788,12
user12410@okhdfcbank,4281.98,9420.670617858368,11
user12411@okicici,14518.889230769231,26671.639770261427,13
user12415@okicici,30374.366086956525,104122.91346584256,23
user12419@axl,434.178,707.185934277542,10
user12434@ybl,1674.672,3157.252544781442,10
user12437@axl,5468.856470588235,10319.813841210353,17
user12441@okicici,4338.5925,8218.678080238504,8
user12442@ybl,14474.821818181816,34614.349437582045,11
user1246@okicici,9787.578,18825.230899665716,10
user12485@okicici,16934.22333333333,46290.75055266054,12
user12516@paytm,19763.704210526317,52327.72892586538,19
user12517@okicici,13945.099444444444,30060.219157713575,18
user12519@ybl,20851.811176470586,54994.335673293426,17
user12523@okhdfcbank,7731.210714285714,15502.904234011949,14
user12528@axl,23593.051538461536,52559.26007907802,13
user12534@ybl,5261.34,11525.836573626972,15
user12536@axl,11353.784444444444,20881.157344614017,9
user12539@okicici,27685.102,52833.30619610299,15
user12545@paytm,6098.528571428571,11414.082058225895,7
user12549@okicici,7606.606923076923,15511.313563137492,13
user12555@paytm,6129.314285714286,9071.727451741917,14
user12556@ybl,35167.25928571428,67459.04769029937,14
user1255@okicici,8414.844,24812.252313330246,20
user1255@paytm,11014.478823529413,36192.27068957073,17
user12560@ybl,4695.559285714286,7752.968281799672,14
user12561@ybl,2234.1046153846155,3201.1730822403615,13
user12563@paytm,9675.866875,20452.564264655495,16
user12569@paytm,23834.297777777778,58791.31529893017,9
user12577@oksbi,13525.438571428573,27045.610373189626,14
user12586@oksbi,14303.965625,36403.98526643972,16
user12590@okhdfcbank,18960.094,23816.718799946604,5
user12595@paytm,3122.6922222222224,8402.609403439472,9
user12596@ybl,28686.257692307696,55388.58037911278,13
user12600@okhdfcbank,18611.356428571427,48366.82814983865,14
user1260@paytm,41236.92133333334,89912.5474890098,15
user12618@oksbi,11104.985416666668,32423.21647178105,24
user12620@paytm,4714.628571428571,10009.922642890102,14
user12637@paytm,6323.856666666667,11398.874391231895,18
user12653@okhdfcbank,16327.32882352941,37364.61998633833,17
user12656@paytm,11687.376153846155,16444.219815591,13
user12664@axl,38834.553846153845,69544.92714694336,13
user12669@okhdfcbank,31021.178571428572,60701.930231707796,14
user12672@axl,6309.453,16487.749899275757,10
user12676@okhdfcbank,24786.345555555556,54502.47472146337,9
user12694@oksbi,13275.087272727273,31088.653601893115,11
user12695@axl,13084.011875,27138.153412022275,16
user12695@okhdfcbank,2467.565833333333,6769.963975982386,12
user12698@okhdfcbank,2400.785294117647,3666.1062646766627,17
user12738@okicici,21489.584545454545,40167.09022513764,11
user12741@okhdfcbank,27518.06454545455,57339.009990936545,22
user12745@okicici,2779.4517647058824,3330.3983848280736,17
user12760@ybl,29078.13,63033.58099315549,14
user12767@ybl,6622.673076923077,13271.52669951752,13
user1276@paytm,2244.203333333333,7418.1598728041945,18
user12772@paytm,1387.676923076923,3197.4254721191564,13
user12781@okhdfcbank,24570.145333333334,51601.278515023645,15
user12785@axl,379.92857142857144,273.3307469854407,7
user12795@okicici,1938.032,3135.7696312027347,10
user12801@oksbi,6317.984615384616,13797.939459715602,13
user12805@okhdfcbank,5881.617272727272,14523.210270305317,11
user12814@axl,9155.49142857143,12268.781812686795,7
user1281@ybl,14055.772500000001,36931.74524588849,16
user12825@paytm,35964.432631578944,62180.27842691442,19
user12826@okhdfcbank,28628.74125,53131.2147716638,16
user12826@okicici,2745.8766666666666,4840.936345181268,12
user1282@okicici,25942.770588235293,56989.78654409231,17
user12831@paytm,18539.858181818185,50424.17046418807,11
user12871@okhdfcbank,6697.2038095238095,12371.661980661887,21
user12874@paytm,4891.14,12750.889977624185,14
user1287@oksbi,1258.98,1011.7604468054678,11
user12881@okhdfcbank,35338.797368421045,92562.82279074323,19
user12882@ybl,9214.8925,21974.22043471772,12
user12889@okhdfcbank,26264.866111111114,55840.24480090904,18
user12907@axl,24355.12272727273,55148.29909330389,11
user12908@oksbi,5103.578571428572,12042.139133136367,7
user12920@paytm,9338.807499999999,25288.132840117327,12
user12929@axl,7352.068749999999,16409.66919037017,8
user12936@axl,5215.504,12917.123720020472,10
user12938@paytm,2501.613846153846,2682.662865411711,13
user12939@ybl,7923.002105263156,15918.617922872429,19
user12944@okicici,4782.646428571429,11229.022498824956,14
user1294@okicici,12787.016363636363,28820.520989545028,11
user12950@okicici,17580.052000000003,39732.88026487601,10
user12953@oksbi,2472.245,2615.355121434093,14
user12954@ybl,18660.04105263158,25439.288365894223,19
user12957@ybl,6556.705714285715,11219.272296649444,21
user12962@okicici,17595.118000000002,31998.48352619547,15
user1296@oksbi,1425.31,1646.2528092340835,10
user12984@paytm,17166.902307692308,28693.23338344198,13
user12991@paytm,2022.9583333333333,5160.315904640712,12
user13002@axl,20442.707692307693,39722.90856335215,13
user13012@okhdfcbank,4960.233846153847,13507.417312772108,13
user13015@paytm,34814.7325,58960.854979396456,12
user1301@okicici,17167.316666666666,33222.03186611122,15
user13021@okicici,4711.7775,9299.231589846673,12
user13026@axl,18797.93956521739,52107.55228971041,23
user1302@axl,24747.898666666664,41193.80553185582,15
user13041@paytm,7921.006363636364,12851.217883463243,11
user13043@oksbi,8098.546363636363,16523.94475587187,11
user13055@okicici,2328.2742857142857,6315.453095373058,14
user13062@okicici,4454.158823529411,9235.92240421191,17
user1306@ybl,21756.455555555556,55518.56181092885,9
